header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Quality marks,Areas,Living area,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Energy label,Insulation,Heating,Hot water,Location,Garden,Back garden,Garden location,Shed / storage,Facilities.1,Type of parking facilities,error
Tussenwoning E (Bouwnr. 753),4041 Kesteren        ,https://www.funda.nl/en/koop/kesteren/huis-42535180-tussenwoning-e-bouwnr-753/?navigateSource=resultlist,20220130_130913,"€ 375,000 vrij op naam","€ 3,289    The asking price per m² (€ 375,000) is calculated by dividing the asking price of the home by the living area (114 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 months,Sold under reservation,Available in consultation,"Single-family home, row house",New property,2023,Gable roof covered with roof tiles,Woningborg garantiecertificaat,Living area114 m²,114 m²,423 m³,5 rooms (3 bedrooms),1 bathroom and 1 separate toilet,Shower and toilet,2 stories and a attic,"Balanced ventilation system, optical fibre and mechanical ventilation",A++            0.40What does this mean?,"Roof insulation, triple glazed, insulated walls, floor insulation and completely insulated",Complete floor heating and heat pump,Geothermal heating,"Alongside a quiet road, sheltered location and in residential district",Back garden and front garden,"78 m² (14,5 meter deep and 5,4 meter broad)",Located at the west accessible via the rear,Detached wooden storage,Electricity,Public parking,no
