header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,VVE (Owners Association) contribution,Type apartment,Building type,Year of construction,Type of roof,Areas,Living area,Exterior space attached to the building,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Facilities,Energy label,Insulation,Heating,Hot water,CH boiler,Balcony/roof garden,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Jacob van Lennepstraat 284 G,1053 KD Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/appartement-42540922-jacob-van-lennepstraat-284-g/?navigateSource=resultlist,20220130_224510,"€ 340,000 kosten koper","€ 8,947    The asking price per m² (€ 340,000) is calculated by dividing the asking price of the home by the living area (38 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",7 weeks,Under offer,Available in consultation,€ 68.00 per month,Mezzanine,Resale property,1905,Flat roof,Living area38 m²Exterior space attached to the building3 m²,38 m²,3 m²,111 m³,2 rooms (1 bedroom),1 bathroom and 1 separate toilet,Shower,1 story,3rd floor,TV via cable,D        What does this mean?,Double glazing,CH boiler,CH boiler,"Gas-fired combination boiler from 2008, in ownership",Balcony present,Resident's parking permits,Yes,Yes,Yes (€ 68.00 per month),Yes,Yes,Yes,no
