header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Specific,Areas,Living area,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Energy label,Insulation,Heating,Hot water,CH boiler,Area,Ownership situation,Fees,Location,Garden,Shed / storage,Type of parking facilities,error
Schermerstraat 48,1023 AJ Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/huis-42532418-schermerstraat-48/?navigateSource=resultlist,20220130_230656,"€ 450,000 kosten koper","€ 6,716    The asking price per m² (€ 450,000) is calculated by dividing the asking price of the home by the living area (67 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 months,Sold under reservation,Available in consultation,"Single-family home, row house",Resale property,1926,Protected townscape or village view (permit needed for alterations) and listed building (national monument),Living area67 m²External storage space3 m²,67 m²,3 m²,103 m²,245 m³,4 rooms (3 bedrooms),1 bathroom and 1 separate toilet,Shower,2 stories and a attic,C        What does this mean?,"Roof insulation, double glazing and insulated walls",CH boiler,CH boiler,"Remeha (gas-fired from 2018, in ownership)",103 m²,Municipal ownership encumbered with long-term leaset,Bought off for eternity,In residential district,Back garden and front garden,Detached brick storage,Public parking,no
