header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Specific,Areas,Living area,Other space inside the building,Exterior space attached to the building,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Facilities,Provisional energy label,Heating,Hot water,CH boiler,Ownership situation,Balcony/roof garden,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Statensingel 136 a,3039 LV Rotterdam        ,https://www.funda.nl/en/koop/rotterdam/appartement-42567945-statensingel-136-a/?navigateSource=resultlist,20220126_005158,"€ 575,000 kosten koper","€ 4,228    The asking price per m² (€ 575,000) is calculated by dividing the asking price of the home by the living area (136 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",3 months,Sold under reservation,Available in consultation,Upstairs apartment,Resale property,1933,Protected townscape or village view (permit needed for alterations),Living area136 m²Other space inside the building8 m²Exterior space attached to the building22 m²,136 m²,8 m²,22 m²,489 m³,6 rooms (4 bedrooms),1 bathroom and 2 separate toilets,Bath,2 stories,3rd floor,"Outdoor awning, skylight, flue and sliding door",G        What does this mean?,CH boiler,CH boiler,"Bosch (gas-fired combination boiler from 2013, in ownership)",Full ownership,Balcony present,Paid parking and resident's parking permits,Yes,Yes,No,No,No,Yes,no
