header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Type of roof,Areas,Living area,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Energy label,Insulation,Heating,Hot water,Ownership situation,Fees,Garden,Shed / storage,Facilities.1,Insulation.1,Type of garage,Type of parking facilities,error
VERTICAL CENTER bouwnummer 269,1043 Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/appartement-42477348-vertical-center-bouwnummer-269/?navigateSource=resultlist,20220130_233810,"€ 1,050,000 vrij op naam","€ 6,481    The asking price per m² (€ 1,050,000) is calculated by dividing the asking price of the home by the living area (162 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",6+ months,Available,Available in consultation,Upstairs apartment (apartment),New property,After 2020,Flat roof covered with asphalt roofing,Living area162 m²,162 m²,618 m³,4 rooms (3 bedrooms),1 bathroom and 1 separate toilet,Bath and toilet,2 stories,"Balanced ventilation system, elevator, mechanical ventilation, TV via cable and solar panels",A        What does this mean?,Completely insulated,"Complete floor heating, heat recovery unit and heat pump",Solar boiler and solar collectors,Municipal long-term lease,Bought off for eternity,Sun terrace,Attached brick storage,Electricity,Completely insulated,Underground parking,"Paid parking, public parking and parking garage",no
