header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,VVE (Owners Association) contribution,Type apartment,Building type,Construction period,Type of roof,Areas,Living area,Exterior space attached to the building,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Provisional energy label,Ownership situation,Location,Balcony/roof garden,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Zocherstraat 54 3,1054 MA Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/appartement-42519016-zocherstraat-54-3/?navigateSource=resultlist,20220130_182638,"€ 1,450,000 kosten koper","€ 6,808    The asking price per m² (€ 1,450,000) is calculated by dividing the asking price of the home by the living area (213 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 months,Sold under reservation,Available in consultation,€ 170.67 per month,Upstairs apartment (double upstairs apartment),Resale property,1906-1930,Flat roof,Living area213 m²Exterior space attached to the building4 m²,213 m²,4 m²,675 m³,10 rooms (7 bedrooms),2 bathrooms,2 showers and 2 toilets,2 stories,4th floor,G        What does this mean?,Full ownership,Alongside a quiet road,Roof terrace present and balcony present,Yes,Yes,Yes (€ 170.67 per month),Yes,Yes,Yes,no
