header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,VVE (Owners Association) contribution,Type apartment,Building type,Year of construction,Type of roof,Areas,Living area,Exterior space attached to the building,External storage space,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Energy label,Insulation,Heating,Hot water,Ownership situation,Location,Balcony/roof garden,Shed / storage,Facilities,Insulation.1,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Geessinkweg 225,7544 TX Enschede        ,https://www.funda.nl/en/koop/enschede/appartement-88991450-geessinkweg-225/?navigateSource=resultlist,20220128_063212,"€ 159,000 kosten koper","€ 2,338    The asking price per m² (€ 159,000) is calculated by dividing the asking price of the home by the living area (68 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 months,Sold under reservation,Available in consultation,€ 149.85 per month,Galleried apartment (apartment),Resale property,1972,Flat roof covered with asphalt roofing,Living area68 m²Exterior space attached to the building7 m²External storage space3 m²,68 m²,7 m²,3 m²,217 m³,3 rooms (2 bedrooms),1 bathroom,Shower and toilet,5 stories,4th floor,C            1.58What does this mean?,Partly double glazed,Communal central heating,CH boiler,Full ownership,In residential district,Balcony present,Built-in,Electricity,No insulation,Public parking,No,No,No,No,No,No,no
