header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Areas,Living area,Volume in cubic meters,Number of rooms,Number of stories,Located at,Energy label,Garden,Back garden,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Herengracht 268 G,1016 BW Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/appartement-42540607-herengracht-268-g/?navigateSource=resultlist,20220130_223636,"€ 1,950,000 kosten koper","€ 8,744    The asking price per m² (€ 1,950,000) is calculated by dividing the asking price of the home by the living area (223 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",7 weeks,Available,Available in consultation,Ground-floor apartment,Resale property,Before 1906,Living area223 m²,223 m²,670 m³,6 rooms (4 bedrooms),4 stories,Ground floor,Not available,Back garden,252 m² (14 meter deep and 18 meter broad),"Paid parking, public parking and resident's parking permits",No,Yes,Yes,No,No,No,no
