header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,Service charges,Listed since,Status,Acceptance,Type of parking facilities,Building type,Facilities,Dimensions,Ownership situation,Fees,error
Zuid-Hollandstraat 10,1082 EK Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/parkeergelegenheid-42411236-zuid-hollandstraat-10/?navigateSource=resultlist,20220131_005447,"€ 65,000 kosten koper",€ 17 per month,5 months,Available,Available in consultation,Garage,Resale property,Electricity,"5,77 meter deep and 3,65 meter broad",Ownership encumbered with long-term leaset,Paid until 16-03-2035,no
