header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Areas,Living area,Exterior space attached to the building,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Facilities,Energy label,Insulation,Location,Balcony/roof garden,Type of garage,error
Plesmanweg 541 bnr 268,2597 JG Den Haag        ,https://www.funda.nl/en/koop/den-haag/appartement-42650522-plesmanweg-541-bnr-268/?navigateSource=resultlist,20220131_224829,"€ 975,000 vrij op naam","€ 5,417    The asking price per m² (€ 975,000) is calculated by dividing the asking price of the home by the living area (180 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",6 weeks,Under option,Available in consultation,Penthouse (apartment),New property,After 2020,Living area180 m²Exterior space attached to the building15 m²,180 m²,15 m²,506 m³,3 rooms (2 bedrooms),2 bathrooms,"Bath, shower and toilet",1 story,7th floor,Elevator and mechanical ventilation,Not available,Double glazing,"Alongside a quiet road, in residential district and freestanding location",Roof terrace present,Underground parking,no
