header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Areas,Living area,Exterior space attached to the building,External storage space,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Energy label,Heating,Hot water,CH boiler,Ownership situation,Fees,Location,Balcony/roof garden,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Minahassastraat 36 C,1094 RZ Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/appartement-41345453-minahassastraat-36-c/?navigateSource=resultlist,20220129_092205,"€ 425,000 kosten koper","€ 6,250    The asking price per m² (€ 425,000) is calculated by dividing the asking price of the home by the living area (68 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",6+ months,Sold under reservation,Available in consultation,Upstairs apartment,Resale property,1982,Living area68 m²Exterior space attached to the building5 m²External storage space5 m²,68 m²,5 m²,5 m²,208 m³,3 rooms (2 bedrooms),1 bathroom and 1 separate toilet,Shower,3 stories,2nd floor,C        What does this mean?,CH boiler,CH boiler,"Gas-fired combination boiler, in ownership",Municipal ownership encumbered with long-term leaset,Paid until 28-02-2032,Alongside a quiet road and unobstructed surrounding view,Balcony present,Yes,Yes,Yes,Yes,Yes,Yes,no
