header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,VVE (Owners Association) contribution,Type apartment,Building type,Year of construction,Type of roof,Areas,Living area,Exterior space attached to the building,External storage space,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Energy label,Heating,Hot water,CH boiler,Ownership situation,Fees,Shed / storage,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Peppelweg 46 c,3052 GL Rotterdam        ,https://www.funda.nl/en/koop/rotterdam/appartement-42589023-peppelweg-46-c/?navigateSource=resultlist,20220126_175307,"€ 350,000 kosten koper","€ 3,933    The asking price per m² (€ 350,000) is calculated by dividing the asking price of the home by the living area (89 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",3 months,Available,Available in consultation,€ 172.00 per month,Galleried apartment (apartment),Resale property,1996,Flat roof,Living area89 m²Exterior space attached to the building6 m²External storage space7 m²,89 m²,6 m²,7 m²,285 m³,3 rooms (2 bedrooms),1 bathroom and 1 separate toilet,Bath,1 story,3rd floor,C        What does this mean?,CH boiler,CH boiler,"Gas-fired combination boiler, in ownership",Long-term lease (end date of long-term lease:  20-12-2094),Paid until 20-12-2045,Storage box,Public parking,Yes,Yes,Yes (€ 172.00 per month),Yes,Yes,Yes,no
