header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Quality marks,Areas,Living area,Plot size,Volume in cubic meters,Number of rooms,Number of stories,Facilities,Provisional energy label,Insulation,Heating,Hot water,Location,Garden,Back garden,Garden location,Shed / storage,Facilities.1,Type of parking facilities,error
Comfortwoning - halfvrijstaand Puntgevel (Bouwnr. 31),5146 HD Waalwijk        ,https://www.funda.nl/en/koop/waalwijk/huis-42650068-comfortwoning-halfvrijstaand-puntgevel-bouwnr-31/?navigateSource=resultlist,20220128_051453,"€ 475,000 vrij op naam","€ 4,095    Keep in mind, this house has a large plot sizeThe asking price per m² (€ 475,000) is calculated by dividing the asking price of the home by the living area (116 m²). Plot size and outbuildings aren't taken into account into this calculation.Because of the large plot size, the asking price per m² is less suited for comparisons between houses in this situation and we advise you to consult a real estate agent for further interpretation.  ",6 weeks,Under option,Available in consultation,"Single-family home, semi-detached residential property",New property,2022,Gable roof covered with other,SWK garantiecertificaat,Living area116 m²,116 m²,279 m²,457 m³,3 rooms (1 bedroom),2 stories,TV via cable,A        What does this mean?,Completely insulated,Heat pump,Electrical boiler,In residential district,Back garden,"113 m² (9 meter deep and 12,5 meter broad)",Located at the south accessible via the rear,Detached brick storage,Electricity,Parking on private property,no
