header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Original asking price,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Areas,Living area,Volume in cubic meters,Number of rooms,Number of bath rooms,Number of stories,Located at,Provisional energy label,Insulation,Area,Ownership situation,Location,Balcony/roof garden,Shed / storage,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Wijk 2 15 c,8321 EP Urk        ,https://www.funda.nl/en/koop/urk/appartement-87026865-wijk-2-15-c/?navigateSource=resultlist,20220129_100907,"€ 780,000 kosten koper","€ 3,250    The asking price per m² (€ 780,000) is calculated by dividing the asking price of the home by the living area (240 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ","€ 895,000 kosten koper",6+ months,Under offer,Available in consultation,Upstairs apartment (apartment),Resale property,1900,Living area240 m²,240 m²,"1,000 m³",2 rooms (1 bedroom),1 separate toilet,1 story,2nd floor,G        What does this mean?,"Roof insulation, double glazing and insulated walls",Part of parcel,See deed,In center and unobstructed surrounding view,Roof terrace present and balcony present,Detached brick storage,Yes,No,No,No,No,No,no
