header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,Other space inside the building,Exterior space attached to the building,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Energy label,Insulation,Heating,Hot water,CH boiler,Area,Ownership situation,Garden,Front garden,Garden location,Balcony/roof garden,Shed / storage,Type of parking facilities,error
IJsselkade 15,8261 AB Kampen        ,https://www.funda.nl/en/koop/kampen/huis-42413266-ijsselkade-15/?navigateSource=resultlist,20220128_090700,"€ 795,000 kosten koper","€ 2,524    The asking price per m² (€ 795,000) is calculated by dividing the asking price of the home by the living area (315 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",5 months,Available,Available in consultation,"Villa, detached residential property",Resale property,1860,Combination roof covered with asphalt roofing and roof tiles,Living area315 m²Other space inside the building32 m²Exterior space attached to the building48 m²,315 m²,32 m²,48 m²,301 m²,"1,200 m³",14 rooms (6 bedrooms),1 bathroom and 1 separate toilet,Bath and toilet,3 stories,Not available,Partly double glazed,CH boiler,CH boiler,"Intergas (gas-fired combination boiler from 2021, in ownership)",301 m²,Full ownership,Front garden and side garden,90 m² (5 meter deep and 18 meter broad),Located at the east,Roof terrace present and balcony present,Attached brick storage,"Paid parking, public parking and resident's parking permits",no
