header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Areas,Living area,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Provisional energy label,Garden,error
Gierzwaluw (Bouwnr. 52),2627 AK Delft        ,https://www.funda.nl/en/koop/delft/huis-42493410-gierzwaluw-bouwnr-52/?navigateSource=resultlist,20220129_095747,"€ 540,000 vrij op naam","€ 4,355    The asking price per m² (€ 540,000) is calculated by dividing the asking price of the home by the living area (124 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",5 months,Sold under reservation,Available in consultation,"Single-family home, row house",New property,2022,Living area124 m²,124 m²,372 m³,5 rooms (3 bedrooms),1 bathroom and 1 separate toilet,Shower and toilet,3 stories,Solar panels,A        What does this mean?,Back garden and front garden,no
