header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Service charges,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Areas,Living area,Other space inside the building,Exterior space attached to the building,Volume in cubic meters,Number of rooms,Number of bath rooms,Number of stories,Located at,Energy label,Insulation,Heating,Hot water,CH boiler,Ownership situation,Location,Balcony/roof garden,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Madurastraat 24 II,1094 GM Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/appartement-42682503-madurastraat-24-ii/?navigateSource=resultlist,20220130_193732,"€ 500,000 kosten koper","€ 9,434    The asking price per m² (€ 500,000) is calculated by dividing the asking price of the home by the living area (53 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",€ 93 per month,"January 26, 2022",Available,Available in consultation,Upstairs apartment (apartment),Resale property,1902,Living area53 m²Other space inside the building1 m²Exterior space attached to the building8 m²,53 m²,1 m²,8 m²,171 m³,3 rooms (2 bedrooms),1 bathroom and 1 separate toilet,1 story,3rd floor,A        What does this mean?,Double glazing,CH boiler and complete floor heating,CH boiler,"Gas-fired combination boiler, in ownership",Full ownership,Alongside a quiet road and in residential district,Balcony present,Yes,Yes,Yes,Yes,No,Yes,no
