header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Areas,Living area,Other space inside the building,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Provisional energy label,Heating,Hot water,CH boiler,Area,Ownership situation,Garden,Back garden,Type of garage,Capacity,Facilities,error
Henri Hermansstraat 2,6136 EW Sittard        ,https://www.funda.nl/en/koop/sittard/huis-88984568-henri-hermansstraat-2/?navigateSource=resultlist,20220129_010820,"€ 269,000 kosten koper","€ 1,868    Keep in mind, this house has a large plot sizeThe asking price per m² (€ 269,000) is calculated by dividing the asking price of the home by the living area (144 m²). Plot size and outbuildings aren't taken into account into this calculation.Because of the large plot size, the asking price per m² is less suited for comparisons between houses in this situation and we advise you to consult a real estate agent for further interpretation.  ",2 months,Sold under reservation,Available in consultation,"Single-family home, double house",Resale property,1962,Living area144 m²Other space inside the building33 m²,144 m²,33 m²,290 m²,558 m³,4 rooms (3 bedrooms),1 bathroom,Bath and toilet,"2 stories, a/an attic and a basement",F        What does this mean?,CH boiler,CH boiler,"Nefit HR combi (gas-fired combination boiler from 2020, to rent)",290 m²,Full ownership,Back garden and front garden,120 m² (12 meter deep and 10 meter broad),Attached brick garage,1 car,"Electricity, heating and running water",no
