header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Areas,Living area,Other space inside the building,Volume in cubic meters,Number of rooms,Number of stories,Energy label,Heating,Hot water,CH boiler,Area,Ownership situation,Location,Garden,Type of parking facilities,error
Amsteldijk 727,1074 JH Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/huis-88999952-amsteldijk-727/?navigateSource=resultlist,20220130_192512,"€ 600,000 kosten koper","€ 7,059    The asking price per m² (€ 600,000) is calculated by dividing the asking price of the home by the living area (85 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 months,Available,Available in consultation,"Houseboat, detached residential property",Resale property,1927,Living area85 m²Other space inside the building7 m²,85 m²,7 m²,170 m³,6 rooms (5 bedrooms),1 story,Not available,CH boiler and wood heater,CH boiler,Gas-fired combination boiler,1 m² (part of parcel),Construction,On navigable waterway and alongside water,Sun terrace,Paid parking and public parking,no
