header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Areas,Living area,Exterior space attached to the building,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Provisional energy label,Insulation,Heating,Area,Ownership situation,Fees,Location,Garden,Back garden,Garden location,Balcony/roof garden,Shed / storage,Facilities,error
Gerda Brautigamsingel 72,2331 SP Leiden        ,https://www.funda.nl/en/koop/leiden/huis-88903101-gerda-brautigamsingel-72/?navigateSource=resultlist,20220129_071047,"€ 479,000 kosten koper","€ 3,926    The asking price per m² (€ 479,000) is calculated by dividing the asking price of the home by the living area (122 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",7 weeks,Sold under reservation,Available in consultation,"Single-family home, row house",Resale property,1990,Living area122 m²Exterior space attached to the building11 m²External storage space6 m²,122 m²,11 m²,6 m²,145 m²,415 m³,5 rooms (4 bedrooms),1 bathroom and 1 separate toilet,Bath and toilet,3 stories,C        What does this mean?,"Roof insulation, double glazing and floor insulation",District heating,145 m²,Long-term lease,Paid until 23-10-2065,In residential district,Back garden and front garden,"65 m² (12,5 meter deep and 5,2 meter broad)",Located at the northeast accessible via the rear,Roof terrace present,Detached brick storage,Electricity,no
