header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,Exterior space attached to the building,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Provisional energy label,Heating,Hot water,Area,Ownership situation,Location,Garden,Shed / storage,Insulation,Type of garage,Capacity,Insulation.1,error
De Steech 10,9114 RM Driezum        ,https://www.funda.nl/en/koop/driezum/huis-88989834-de-steech-10/?navigateSource=resultlist,20220127_202302,"€ 265,000 kosten koper","€ 1,345    Keep in mind, this house has a large plot sizeThe asking price per m² (€ 265,000) is calculated by dividing the asking price of the home by the living area (197 m²). Plot size and outbuildings aren't taken into account into this calculation.Because of the large plot size, the asking price per m² is less suited for comparisons between houses in this situation and we advise you to consult a real estate agent for further interpretation.  ",2 months,Available,Available immediately,"Single-family home, detached residential property",Resale property,1905,Combination roof,Living area197 m²Exterior space attached to the building1 m²External storage space37 m²,197 m²,1 m²,37 m²,"1,048 m²",665 m³,10 rooms (7 bedrooms),1 bathroom,"Bath, shower and toilet",2 stories,G        What does this mean?,Gas heaters,Electrical boiler (rental),1.048 m²,Full ownership,Unobstructed surrounding view,Surrounded by garden,Detached wooden storage,No insulation,Detached brick garage,1 car,No insulation,no
