header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Areas,Living area,Exterior space attached to the building,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Provisional energy label,Insulation,Location,Balcony/roof garden,Type of garage,error
Plesmanduin (Bouwnr. 269),2597 JG Den Haag        ,https://www.funda.nl/en/koop/den-haag/appartement-42401557-plesmanduin-bouwnr-269/?navigateSource=resultlist,20220131_203137,"€ 950,000 vrij op naam","€ 5,689    The asking price per m² (€ 950,000) is calculated by dividing the asking price of the home by the living area (167 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",5 months,Sold under reservation,Available in consultation,Penthouse (apartment),New property,2021,Living area167 m²Exterior space attached to the building15 m²,167 m²,15 m²,487 m³,3 rooms (2 bedrooms),1 bathroom and 1 separate toilet,Toilet,1 story,A        What does this mean?,Double glazing,"Alongside a quiet road, sheltered location and in residential district",Roof terrace present,Underground parking,no
