header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Quality marks,Areas,Living area,Volume in cubic meters,Number of rooms,Number of stories,Provisional energy label,Location,Shed / storage,Type of parking facilities,error
Penthouse (Bouwnr. 58),3071 JM Rotterdam        ,https://www.funda.nl/en/koop/rotterdam/appartement-42650930-penthouse-bouwnr-58/?navigateSource=resultlist,20220126_172116,"€ 1,115,000 vrij op naam","€ 7,102    The asking price per m² (€ 1,115,000) is calculated by dividing the asking price of the home by the living area (157 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",5 weeks,Under option,Available in consultation,Penthouse (apartment),New property,2024,SWK garantiecertificaat,Living area157 m²,157 m²,696 m³,4 rooms (3 bedrooms),1 story,A        What does this mean?,"Alongside water, in residential district and unobstructed surrounding view",Storage box,Parking garage,no
