header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Provisional energy label,Insulation,Heating,Hot water,CH boiler,Area,Ownership situation,Type of parking facilities,error
Herenstraat 14,1797 AH Den Hoorn (NH)        ,https://www.funda.nl/en/koop/den-hoorn-nh/huis-88026833-herenstraat-14/?navigateSource=resultlist,20220129_195638,"€ 554,000 kosten koper","€ 5,957    The asking price per m² (€ 554,000) is calculated by dividing the asking price of the home by the living area (93 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",3 weeks,Available,Available in consultation,"Single-family home, semi-detached residential property",Resale property,1850,Gable roof covered with roof tiles,Living area93 m²External storage space6 m²,93 m²,6 m²,170 m²,370 m³,4 rooms (3 bedrooms),2 bathrooms and 2 separate toilets,2 showers and 2 toilets,2 stories,G        What does this mean?,"Roof insulation, partly double glazed and insulated walls",CH boiler and wood heater,CH boiler,Intergas (2x) (gas-fired combination boiler from 2018),170 m²,Full ownership,Public parking,no
