header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Type of roof,Areas,Living area,Exterior space attached to the building,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Facilities,Energy label,Insulation,Heating,Hot water,Ownership situation,Fees,Garden,Type of garage,Type of parking facilities,error
Stadswoning (Bouwnr. 269),1043 Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/appartement-42478494-stadswoning-bouwnr-269/?navigateSource=resultlist,20220130_193339,"€ 1,050,000 vrij op naam","€ 6,481    The asking price per m² (€ 1,050,000) is calculated by dividing the asking price of the home by the living area (162 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",6+ months,Available,Available in consultation,Ground-floor apartment (apartment),New property,After 2020,Flat roof covered with asphalt roofing,Living area162 m²Exterior space attached to the building10 m²,162 m²,10 m²,618 m³,4 rooms (3 bedrooms),1 bathroom and 1 separate toilet,Bath and toilet,2 stories,Ground floor,"Balanced ventilation system, mechanical ventilation, TV via cable and solar panels",A        What does this mean?,Completely insulated,"Complete floor heating, heat recovery unit and heat pump",Solar boiler and solar collectors,Municipal long-term lease,Bought off for eternity,Sun terrace,Underground parking,"Paid parking, public parking and parking garage",no
