header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Quality marks,Areas,Living area,Volume in cubic meters,Number of rooms,Number of stories,Located at,Facilities,Provisional energy label,Insulation,Hot water,Ownership situation,Location,Garden,Sun terrace,Garden location,Type of garage,Type of parking facilities,error
Bouwnummer 15 (Bouwnr. 015),5658 Eindhoven        ,https://www.funda.nl/en/koop/eindhoven/appartement-42426405-bouwnummer-15-bouwnr-015/?navigateSource=resultlist,20220201_014143,"€ 500,000 vrij op naam","€ 3,378    The asking price per m² (€ 500,000) is calculated by dividing the asking price of the home by the living area (148 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",5 months,Sold under reservation,Available in consultation,Upstairs apartment (apartment),New property,2021,Woningborg garantiecertificaat,Living area148 m²,148 m²,621 m³,4 rooms (3 bedrooms),3 stories,1st floor,"Outdoor awning, mechanical ventilation and solar panels",A        What does this mean?,Double glazing and completely insulated,District heating,Full ownership,On the edge of a forest,Sun terrace,"24 m² (4,5 meter deep and 5,3 meter broad)",Located at the west,Underground parking,Parking on private property,no
