header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Areas,Living area,Exterior space attached to the building,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Energy label,Insulation,Heating,Hot water,CH boiler,Ownership situation,Ownership situation.1,Ownership situation.2,Location,Type of garage,Capacity,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Port Scaldis 17 11,4511 DC Breskens        ,https://www.funda.nl/en/koop/breskens/appartement-42684912-port-scaldis-17-11/?navigateSource=resultlist,20220129_080518,Price on request,Today,Sold under reservation,Available in consultation,Apartment with shared street entrance,Resale property,2005,Living area135 m²Exterior space attached to the building20 m²,135 m²,20 m²,351 m³,3 rooms (2 bedrooms),1 bathroom and 1 separate toilet,Bath and toilet,1 story,1st floor,Not available,Double glazing and completely insulated,CH boiler,CH boiler,"2015, in ownership",Full ownership,Full ownership,Full ownership,"Alongside water, unobstructed surrounding view and seaview",Garage and underground parking,1 car,No,No,No,No,No,No,no
