header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,Exterior space attached to the building,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Energy label,Insulation,Heating,Hot water,CH boiler,Area,Location,Balcony/roof garden,Shed / storage,Type of parking facilities,error
Clausstraat 128,3223 XZ Hellevoetsluis        ,https://www.funda.nl/en/koop/hellevoetsluis/huis-88940449-clausstraat-128/?navigateSource=resultlist,20220129_085058,"€ 400,000 kosten koper","€ 2,424    The asking price per m² (€ 400,000) is calculated by dividing the asking price of the home by the living area (165 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",3 months,Available,Available in consultation,"Single-family home, corner house",Resale property,2007,Combination roof covered with asphalt roofing and roof tiles,Living area165 m²Exterior space attached to the building29 m²External storage space12 m²,165 m²,29 m²,12 m²,57 m²,583 m³,6 rooms (5 bedrooms),1 bathroom and 2 separate toilets,Bath and shower,4 stories,Skylight and mechanical ventilation,A        What does this mean?,Completely insulated,CH boiler,CH boiler,"Gas-fired combination boiler from 2008, in ownership",57 m²,"Alongside water, in residential district and unobstructed surrounding view",Balcony present,Built-in,Public parking,no
