header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,VVE (Owners Association) contribution,Type apartment,Building type,Year of construction,Areas,Living area,Exterior space attached to the building,Volume in cubic meters,Number of rooms,Number of stories,Facilities,Energy label,Insulation,Heating,Hot water,CH boiler,Ownership situation,Balcony/roof garden,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Van Oldenbarneveldtstraat 84 3,1052 KG Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/appartement-42686123-van-oldenbarneveldtstraat-84-3/?navigateSource=resultlist,20220130_185850,"€ 675,000 kosten koper","€ 8,133    The asking price per m² (€ 675,000) is calculated by dividing the asking price of the home by the living area (83 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ","January 20, 2022",Under offer,Available in consultation,€ 102.00 per month,Upstairs apartment,Resale property,1893,Living area83 m²Exterior space attached to the building19 m²,83 m²,19 m²,248 m³,3 rooms (2 bedrooms),2 stories,Mechanical ventilation and TV via cable,B        What does this mean?,Double glazing,CH boiler,CH boiler,"Gas-fired from 2019, in ownership",Full ownership,Roof terrace present,"Paid parking, public parking and resident's parking permits",Yes,Yes,Yes (€ 102.00 per month),Yes,Yes,Yes,no
