header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Service charges,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Specific,Type of roof,Areas,Living area,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Facilities,Energy label,Insulation,Heating,Hot water,CH boiler,Ownership situation,Location,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Prinsengracht 458 B,1017 KE Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/appartement-42514895-prinsengracht-458-b/?navigateSource=resultlist,20220130_213010,"€ 750,000 kosten koper","€ 8,523    The asking price per m² (€ 750,000) is calculated by dividing the asking price of the home by the living area (88 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",€ 200 per month,2 months,Under offer,Available in consultation,Upstairs apartment (double upstairs apartment),Resale property,1760,Listed building (national monument),Gable roof covered with roof tiles,Living area88 m²,88 m²,315 m³,3 rooms (2 bedrooms),1 bathroom and 1 separate toilet,Bath and shower,2 stories,1st floor,TV via cable,Not required,Roof insulation and floor insulation,CH boiler and complete floor heating,CH boiler,"NEFIT HR Topline (gas-fired combination boiler from 2006, in ownership)",Full ownership,"On navigable waterway, alongside water, in center and unobstructed surrounding view",No,No,No,No,No,No,no
