header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,VVE (Owners Association) contribution,Type apartment,Building type,Year of construction,Areas,Living area,Exterior space attached to the building,External storage space,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Energy label,Insulation,Heating,Hot water,Ownership situation,Location,Balcony/roof garden,Shed / storage,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Boompjes 666,3011 XZ Rotterdam        ,https://www.funda.nl/en/koop/rotterdam/appartement-88970171-boompjes-666/?navigateSource=resultlist,20220126_004135,"€ 570,000 kosten koper","€ 10,179    The asking price per m² (€ 570,000) is calculated by dividing the asking price of the home by the living area (56 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 months,Sold under reservation,Available in consultation,€ 118.00 per month,Residential property with shared street entrance (apartment),Resale property,1988,Living area56 m²Exterior space attached to the building48 m²External storage space3 m²,56 m²,48 m²,3 m²,183 m³,2 rooms (1 bedroom),1 bathroom and 1 separate toilet,Shower,1 story,23rd floor,C        What does this mean?,Double glazing and floor insulation,District heating,Central facility,Full ownership,"Alongside water, in center and unobstructed surrounding view",Roof terrace present and balcony present,Built-in,Paid parking and resident's parking permits,Yes,Yes,Yes (€ 118.00 per month),Yes,Yes,Yes,no
