header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Energy label,Insulation,Heating,Hot water,CH boiler,Area,Ownership situation,Location,Garden,Shed / storage,Facilities.1,Type of parking facilities,error
Abraham Rademakerstraat 18,1191 EK Ouderkerk aan de Amstel        ,https://www.funda.nl/en/koop/ouderkerk-aan-de-amstel/huis-42512087-abraham-rademakerstraat-18/?navigateSource=resultlist,20220129_100249,"€ 660,000 kosten koper","€ 4,583    The asking price per m² (€ 660,000) is calculated by dividing the asking price of the home by the living area (144 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 months,Sold under reservation,Available in consultation,"Single-family home, row house",Resale property,1968,Gable roof covered with roof tiles,Living area144 m²,144 m²,149 m²,504 m³,6 rooms (5 bedrooms),2 bathrooms,"Bath, 2 showers and toilet",3 stories,"Air conditioning, mechanical ventilation, flue, TV via cable and solar panels",A        What does this mean?,"Roof insulation, double glazing and floor insulation",CH boiler,CH boiler,"Remeha (gas-fired combination boiler from 2014, in ownership)",149 m²,Full ownership,In residential district,Back garden and front garden,Detached brick storage,Electricity,Public parking,no
