header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Service charges,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Type of roof,Areas,Living area,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Energy label,Insulation,Hot water,Ownership situation,Location,Garden,Back garden,Garden location,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Brahmsstraat 15 huis,1077 HE Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/appartement-42476779-brahmsstraat-15-huis/?navigateSource=resultlist,20220130_221838,"€ 1,800,000 kosten koper","€ 10,112    The asking price per m² (€ 1,800,000) is calculated by dividing the asking price of the home by the living area (178 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",€ 200 per month,6+ months,Sold under reservation,Available in consultation,Ground-floor apartment (apartment),Resale property,1930,Gable roof covered with roof tiles,Living area178 m²,178 m²,605 m³,4 rooms (3 bedrooms),2 bathrooms and 1 separate toilet,"Bath, 2 showers and toilet",2 stories,Ground floor,Not available,Completely insulated,CH boiler,Long-term lease,Alongside a quiet road and in residential district,Back garden,"51 m² (7,5 meter deep and 6,8 meter broad)",Located at the south,Public parking and resident's parking permits,No,No,No,No,No,No,no
