header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Specific,Type of roof,Areas,Living area,Other space inside the building,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Provisional energy label,Insulation,Heating,Hot water,Ownership situation,Location,Shed / storage,Type of parking facilities,error
Voetiusstraat 4,3512 JM Utrecht        ,https://www.funda.nl/en/koop/utrecht/huis-42656412-voetiusstraat-4/?navigateSource=resultlist,20220127_215620,"€ 675,000 kosten koper","€ 6,136    The asking price per m² (€ 675,000) is calculated by dividing the asking price of the home by the living area (110 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",6 weeks,Sold under reservation,Available in consultation,"Single-family home, corner house",Resale property,1910,Monumental building,Hipped roof covered with roof tiles,Living area110 m²Other space inside the building22 m²,110 m²,22 m²,415 m³,4 rooms (1 bedroom),2 bathrooms and 1 separate toilet,"Bath, shower and toilet",3 stories and a basement,Mechanical ventilation and TV via cable,F        What does this mean?,Roof insulation and floor insulation,District heating,District heating,See deed,In center,Built-in,Paid parking and resident's parking permits,no
