header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,VVE (Owners Association) contribution,Type apartment,Building type,Year of construction,Specific,Areas,Living area,Volume in cubic meters,Number of rooms,Number of bath rooms,Number of stories,Located at,Facilities,Provisional energy label,Balcony/roof garden,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Rustenburgstraat 22 B,7311 JA Apeldoorn        ,https://www.funda.nl/en/koop/apeldoorn/appartement-88045074-rustenburgstraat-22-b/?navigateSource=resultlist,20220129_011710,"€ 279,500 kosten koper","€ 5,375    The asking price per m² (€ 279,500) is calculated by dividing the asking price of the home by the living area (52 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ","January 24, 2022",Available,Available in consultation,€ 85.52 per month,Apartment with shared street entrance (apartment),Resale property,1978,With carpets and curtains,Living area52 m²,52 m²,140 m³,2 rooms (1 bedroom),1 separate toilet,1 story,3rd floor,Elevator and mechanical ventilation,B        What does this mean?,Roof terrace present,"Paid parking, parking garage and resident's parking permits",Yes,Yes,Yes (€ 85.52 per month),No,Yes,Yes,no
