header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of stories,Facilities,Energy label,Heating,Hot water,Area,Ownership situation,Location,Garden,Back garden,Garden location,Shed / storage,Facilities.1,Insulation,Type of parking facilities,error
Igor Stravinskisingel 42,3069 MA Rotterdam        ,https://www.funda.nl/en/koop/rotterdam/huis-42663167-igor-stravinskisingel-42/?navigateSource=resultlist,20220126_175237,"€ 450,000 kosten koper","€ 3,782    The asking price per m² (€ 450,000) is calculated by dividing the asking price of the home by the living area (119 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 weeks,Available,Available in consultation,"Single-family home, row house",Resale property,1984,Gable roof,Living area119 m²External storage space8 m²,119 m²,8 m²,144 m²,403 m³,5 rooms (4 bedrooms),3 stories and a loft,Skylight and mechanical ventilation,B        What does this mean?,District heating,District heating,144 m²,Full ownership,In residential district,Back garden and front garden,"61 m² (10,4 meter deep and 5,9 meter broad)",Located at the northeast accessible via the rear,Detached wooden storage,Electricity,No insulation,Public parking,no
