header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Areas,Living area,Other space inside the building,Exterior space attached to the building,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Facilities,Provisional energy label,Insulation,Heating,Location,Garden,Shed / storage,Type of garage,error
Bari B1 (Bouwnr. 008),4381 Vlissingen        ,https://www.funda.nl/en/koop/vlissingen/appartement-42469880-bari-b1-bouwnr-008/?navigateSource=resultlist,20220130_122512,"€ 314,900 vrij op naam","€ 4,920    The asking price per m² (€ 314,900) is calculated by dividing the asking price of the home by the living area (64 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",6+ months,Available,Available in consultation,Apartment with shared street entrance,New property,2022,Living area64 m²Other space inside the building6 m²Exterior space attached to the building17 m²,64 m²,6 m²,17 m²,166 m³,2 rooms (1 bedroom),1 bathroom and 1 separate toilet,Shower,1 story,1st floor,Elevator and solar panels,A        What does this mean?,Completely insulated,Complete floor heating and heat pump,Alongside a quiet road and in center,Sun terrace,Built-in,Underground parking,no
