header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Specific,Type of roof,Areas,Living area,Volume in cubic meters,Number of rooms,Number of bath rooms,Number of stories,Located at,Energy label,Heating,Hot water,CH boiler,Ownership situation,Garden,Shed / storage,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Van Musschenbroekstraat 145,2522 AL Den Haag        ,https://www.funda.nl/en/koop/den-haag/appartement-88038549-van-musschenbroekstraat-145/?navigateSource=resultlist,20220129_051135,"€ 265,000 kosten koper","€ 3,442    The asking price per m² (€ 265,000) is calculated by dividing the asking price of the home by the living area (77 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ","January 18, 2022",Available,Available in consultation,Ground-floor apartment (apartment),Resale property,1932,Protected townscape or village view (permit needed for alterations),Flat roof covered with asphalt roofing,Living area77 m²,77 m²,265 m³,4 rooms (3 bedrooms),1 bathroom,1 story,Ground floor,G        What does this mean?,CH boiler,CH boiler,"Remeha CR (gas-fired combination boiler, in ownership)",Full ownership,Back garden,Detached wooden storage,"Paid parking, public parking and resident's parking permits",Yes,Yes,Yes,Yes,No,Yes,no
