header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Quality marks,Areas,Living area,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Facilities,Energy label,Insulation,Heating,Hot water,Location,Garden,Sun terrace,Garden location,Shed / storage,Type of parking facilities,error
Type 2B (Bouwnr. 2.06),4816 BA Breda        ,https://www.funda.nl/en/koop/breda/appartement-42695568-type-2b-bouwnr-206/?navigateSource=resultlist,20220128_063322,"€ 525,000 vrij op naam","€ 5,198    The asking price per m² (€ 525,000) is calculated by dividing the asking price of the home by the living area (101 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",Today,Available,Available in consultation,Ground-floor + upstairs apartment,New property,2022,SWK garantiecertificaat,Living area101 m²,101 m²,267 m³,4 rooms (2 bedrooms),1 bathroom and 2 separate toilets,Bath,2 stories,Ground floor,Mechanical ventilation,A        What does this mean?,Double glazing and completely insulated,Complete floor heating and heat recovery unit,Central facility,Alongside park,Sun terrace,"14 m² (4,82 meter deep and 3 meter broad)",Located at the southeast,Storage box,Parking garage,no
