header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Type of roof,Areas,Living area,Exterior space attached to the building,Volume in cubic meters,Number of rooms,Number of stories,Located at,Provisional energy label,Insulation,Heating,Hot water,CH boiler,Location,Balcony/roof garden,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Moerweg 290,2531 BE Den Haag        ,https://www.funda.nl/en/koop/den-haag/appartement-88016279-moerweg-290/?navigateSource=resultlist,20220131_205220,"€ 219,000 kosten koper","€ 2,844    The asking price per m² (€ 219,000) is calculated by dividing the asking price of the home by the living area (77 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",6 weeks,Sold under reservation,Available in consultation,Apartment with shared street entrance (apartment),Resale property,1940,Flat roof covered with asphalt roofing,Living area77 m²Exterior space attached to the building7 m²,77 m²,7 m²,230 m³,4 rooms (3 bedrooms),1 story,3rd floor,G        What does this mean?,Double glazing,CH boiler,CH boiler,Gas-fired,Alongside a quiet road and alongside water,Balcony present,Paid parking and public parking,Yes,Yes,Yes,No,No,Yes,no
