header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,VVE (Owners Association) contribution,Type apartment,Building type,Year of construction,Areas,Living area,Exterior space attached to the building,External storage space,Volume in cubic meters,Number of rooms,Number of stories,Located at,Facilities,Energy label,Heating,Hot water,Location,Shed / storage,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Harry Koningsbergerstraat 134,1063 AE Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/appartement-88010435-harry-koningsbergerstraat-134/?navigateSource=resultlist,20220130_231404,"€ 189,000 kosten koper","€ 6,300    The asking price per m² (€ 189,000) is calculated by dividing the asking price of the home by the living area (30 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",6 weeks,Sold under reservation,Available in consultation,€ 110.00 per month,Apartment with shared street entrance (corridor apartment),Resale property,1958,Living area30 m²Exterior space attached to the building2 m²External storage space2 m²,30 m²,2 m²,2 m²,107 m³,1 room (1 bedroom),1 story,1st floor,Elevator and TV via cable,E        What does this mean?,Heat pump,Electrical boiler,"Alongside a quiet road, in residential district and unobstructed surrounding view",Storage box,Yes,Yes,Yes (€ 110.00 per month),Yes,Yes,Yes,no
