header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,VVE (Owners Association) contribution,Type apartment,Building type,Year of construction,Areas,Living area,Exterior space attached to the building,Volume in cubic meters,Number of rooms,Number of bath rooms,Number of stories,Energy label,Insulation,Heating,Hot water,CH boiler,Ownership situation,Fees,Location,Balcony/roof garden,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Amstelkade 182 -II,1078 BB Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/appartement-42689053-amstelkade-182-ii/?navigateSource=resultlist,20220130_185632,"€ 850,000 kosten koper","€ 8,673    The asking price per m² (€ 850,000) is calculated by dividing the asking price of the home by the living area (98 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ","January 21, 2022",Available,Available in consultation,€ 59.66 per month,Upstairs apartment (apartment),Resale property,1929,Living area98 m²Exterior space attached to the building6 m²,98 m²,6 m²,317 m³,3 rooms (2 bedrooms),1 bathroom and 1 separate toilet,1 story,D        What does this mean?,Double glazing,CH boiler,CH boiler,Gas-fired combination boiler,Municipal long-term lease (end date of long-term lease:  28-02-2053),Paid until 28-02-2053,"On navigable waterway, alongside water and unobstructed surrounding view",Balcony present,Paid parking and resident's parking permits,Yes,Yes,Yes (€ 59.66 per month),No,Yes,Yes,no
