header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,VVE (Owners Association) contribution,Type apartment,Building type,Year of construction,Type of roof,Areas,Living area,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Facilities,Provisional energy label,Insulation,Heating,Location,Balcony/roof garden,Type of garage,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Schuttershof - type C - sit. 5 (Bouwnr. 5),4461 Goes        ,https://www.funda.nl/en/koop/goes/appartement-41302694-schuttershof-type-c-sit-5-bouwnr-5/?navigateSource=resultlist,20220129_092329,"€ 467,000 vrij op naam","€ 5,076    The asking price per m² (€ 467,000) is calculated by dividing the asking price of the home by the living area (92 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",6+ months,Sold under reservation,Available in consultation,€ 150.00 per month,Apartment with shared street entrance (apartment),New property,2023,Flat roof covered with plastic,Living area92 m²,92 m²,276 m³,3 rooms (2 bedrooms),1 bathroom and 1 separate toilet,Toilet,1 story,1st floor,"Smart home, elevator, mechanical ventilation, sliding door, TV via cable and solar panels",A        What does this mean?,Completely insulated,"Complete floor heating, heat recovery unit and heat pump",In center,Balcony present,Underground parking,No,No,Yes (€ 150.00 per month),Yes,No,Yes,no
