header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Quality marks,Areas,Living area,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Provisional energy label,Insulation,Heating,Hot water,Location,Balcony/roof garden,Type of garage,Type of parking facilities,error
KOER 12-00-02,3072 DB Rotterdam        ,https://www.funda.nl/en/koop/rotterdam/huis-42660645-koer-12-00-02/?navigateSource=resultlist,20220126_003145,"€ 857,500 vrij op naam","€ 3,794    The asking price per m² (€ 857,500) is calculated by dividing the asking price of the home by the living area (226 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",3 weeks,Available,Available in consultation,"Desirable residence/villa, row house",New property,2024,Flat roof covered with other,SWK garantiecertificaat,Living area226 m²,226 m²,678 m³,5 rooms (4 bedrooms),1 bathroom and 1 separate toilet,Toilet,4 stories,"Balanced ventilation system, outdoor awning, optical fibre and solar panels",A        What does this mean?,Completely insulated,District heating and complete floor heating,District heating,"Alongside a quiet road, sheltered location and in residential district",Roof terrace present,Underground parking and parking place,Paid parking and public parking,no
