header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Specific,Areas,Living area,External storage space,Volume in cubic meters,Number of rooms,Number of stories,Energy label,error
Oranjestraat 6 B,2514 JB Den Haag        ,https://www.funda.nl/en/koop/den-haag/appartement-42454013-oranjestraat-6-b/?navigateSource=resultlist,20220131_221417,"€ 1,195,000 kosten koper","€ 7,199    The asking price per m² (€ 1,195,000) is calculated by dividing the asking price of the home by the living area (166 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",6+ months,Available,Available in consultation,Mezzanine,New property,1875,Listed building (national monument),Living area166 m²External storage space8 m²,166 m²,8 m²,780 m³,4 rooms (2 bedrooms),1 story,Not required,no
