header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Specific,Type of roof,Quality marks,Areas,Living area,Volume in cubic meters,Number of rooms,Number of bath rooms,Number of stories,Located at,Facilities,Energy label,Insulation,Heating,Hot water,Ownership situation,Location,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Eschertoren 14 C,2316 ET Leiden        ,https://www.funda.nl/en/koop/leiden/appartement-42581608-eschertoren-14-c/?navigateSource=resultlist,20220127_201621,"€ 445,000 kosten koper","€ 5,000    The asking price per m² (€ 445,000) is calculated by dividing the asking price of the home by the living area (89 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",3 months,Available,Available in consultation,Apartment with shared street entrance (apartment),Resale property,2002,Furnished and with carpets and curtains,Flat roof,Brandveiligheid,Living area89 m²,89 m²,292 m³,3 rooms (2 bedrooms),1 separate toilet,1 story,14th floor,"Balanced ventilation system, elevator, mechanical ventilation and TV via cable",C        What does this mean?,Completely insulated,Heat pump,Electrical boiler,Full ownership,"In center, in residential district and unobstructed surrounding view",Parking on gated property,Yes,Yes,Yes,Yes,Yes,Yes,no
