header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Original asking price,Service charges,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Type of roof,Areas,Living area,Exterior space attached to the building,External storage space,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Facilities,Energy label,Heating,Hot water,Ownership situation,Balcony/roof garden,Shed / storage,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Livingstonelaan 598,3526 JD Utrecht        ,https://www.funda.nl/en/koop/utrecht/appartement-88995543-livingstonelaan-598/?navigateSource=resultlist,20220131_154549,"€ 209,000 kosten koper","€ 5,098    The asking price per m² (€ 209,000) is calculated by dividing the asking price of the home by the living area (41 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ","€ 220,000 kosten koper",€ 160 per month,2 months,Sold under reservation,Available in consultation,Galleried apartment (apartment),Resale property,1964,Flat roof covered with asphalt roofing,Living area41 m²Exterior space attached to the building2 m²External storage space6 m²,41 m²,2 m²,6 m²,132 m³,2 rooms (1 bedroom),1 bathroom,Shower and toilet,9 stories,8th floor,Elevator,G        What does this mean?,Communal central heating,Gas water heater,Full ownership,Balcony present,Storage box,Public parking,No,No,No,No,No,No,no
