header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,Service charges,Listed since,Status,Acceptance,Type of parking facilities,Building type,Capacity,Ownership situation,Fees,error
Willem van Weldammelaan,1082 Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/parkeergelegenheid-42485113-willem-van-weldammelaan/?navigateSource=resultlist,20220130_223317,"€ 60,000 kosten koper",€ 44 per month,6+ months,Available,Available in consultation,Parking place,Resale property,1,Municipal long-term lease (end date of long-term lease:  31-08-2056),€ 50 per year with option to purchase,no
