header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Areas,Living area,Volume in cubic meters,Number of rooms,Number of stories,Located at,Provisional energy label,Type of garage,error
Bouwnummer 17 (Bouwnr. 17),4543 BK Zaamslag        ,https://www.funda.nl/en/koop/zaamslag/appartement-87422139-bouwnummer-17-bouwnr-17/?navigateSource=resultlist,20220129_035719,"€ 273,000 vrij op naam","€ 3,456    The asking price per m² (€ 273,000) is calculated by dividing the asking price of the home by the living area (79 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",6+ months,Available,Available in consultation,Galleried apartment,New property,2021,Living area79 m²,79 m²,200 m³,3 rooms (2 bedrooms),1 story,2nd floor,A        What does this mean?,Parking place,no
