header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Specific,Areas,Living area,Other space inside the building,Exterior space attached to the building,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Facilities,Energy label,Insulation,Heating,Hot water,CH boiler,Ownership situation,Location,Garden,Type of parking facilities,error
Nassauplein 11,2585 EB Den Haag        ,https://www.funda.nl/en/koop/den-haag/appartement-42598398-nassauplein-11/?navigateSource=resultlist,20220128_022739,"€ 1,375,000 vrij op naam","€ 7,812    The asking price per m² (€ 1,375,000) is calculated by dividing the asking price of the home by the living area (176 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 months,Available,Available in consultation,Ground-floor apartment (apartment),New property,1890,Protected townscape or village view (permit needed for alterations) and listed building (national monument),Living area176 m²Other space inside the building7 m²Exterior space attached to the building44 m²,176 m²,7 m²,44 m²,669 m³,3 rooms (2 bedrooms),1 bathroom and 1 separate toilet,"Bath, shower and toilet",1 story,Ground floor,"Elevator, mechanical ventilation and TV via cable",Not required,"Roof insulation, partly double glazed, floor insulation and secondary glazing",CH boiler and complete floor heating,CH boiler,"Gas-fired combination boiler, in ownership",Full ownership,In center,Patio/atrium,Paid parking and resident's parking permits,no
