header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Type of roof,Areas,Living area,Volume in cubic meters,Number of rooms,Number of stories,Located at,Energy label,Heating,Hot water,Ownership situation,Ownership situation.1,Location,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Prins Hendrikkade 104 A,1011 AJ Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/appartement-42555278-prins-hendrikkade-104-a/?navigateSource=resultlist,20220130_194334,"€ 995,000 kosten koper","€ 4,606    The asking price per m² (€ 995,000) is calculated by dividing the asking price of the home by the living area (216 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",4 months,Sold under reservation,Available in consultation,Ground-floor apartment (apartment),Resale property,Before 1906,Flat roof covered with asphalt roofing,Living area216 m²,216 m²,600 m³,3 rooms (2 bedrooms),2 stories,Ground floor,Not available,CH boiler,CH boiler,Full ownership,Full ownership,In center,"Paid parking, public parking and resident's parking permits",No,No,No,No,No,No,no
