header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Construction period,Specific,Type of roof,Areas,Living area,Other space inside the building,Exterior space attached to the building,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Energy label,Insulation,Heating,Hot water,CH boiler,Area,Ownership situation,Location,Garden,Sun terrace,Garden location,Type of parking facilities,error
Heiligeweg 28 28a,8861 EA Harlingen        ,https://www.funda.nl/en/koop/harlingen/huis-42559473-heiligeweg-28-28a/?navigateSource=resultlist,20220127_225208,"€ 289,500 kosten koper","€ 2,068    The asking price per m² (€ 289,500) is calculated by dividing the asking price of the home by the living area (140 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",3 months,Available,Available in consultation,"Single-family home, detached residential property",Resale property,1906-1930,Protected townscape or village view (permit needed for alterations),Gable roof covered with roof tiles,Living area140 m²Other space inside the building10 m²Exterior space attached to the building9 m²,140 m²,10 m²,9 m²,90 m²,580 m³,4 rooms (2 bedrooms),1 bathroom and 2 separate toilets,Shower,3 stories and a attic,F        What does this mean?,Double glazing,CH boiler,CH boiler,To rent,90 m²,Full ownership,In center,Sun terrace,"7 m² (2 meter deep and 3,5 meter broad)",Located at the southeast accessible via the rear,Paid parking and public parking,no
