header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,Other space inside the building,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Number of stories,Facilities,Energy label,Insulation,Heating,Hot water,Area,Ownership situation,Location,Garden,Back garden,Garden location,Shed / storage,error
Hodsonstraat 6,2022 DV Haarlem        ,https://www.funda.nl/en/koop/haarlem/huis-42681856-hodsonstraat-6/?navigateSource=resultlist,20220129_073110,"€ 439,000 kosten koper","€ 4,347    The asking price per m² (€ 439,000) is calculated by dividing the asking price of the home by the living area (101 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ","January 24, 2022",Available,Available in consultation,"Single-family home, row house",Resale property,1920,Flat roof covered with asphalt roofing,Living area101 m²Other space inside the building6 m²External storage space3 m²,101 m²,6 m²,3 m²,83 m²,350 m³,6 rooms (4 bedrooms),1 bathroom and 1 separate toilet,2 stories and a attic,TV via cable,E        What does this mean?,"Roof insulation, double glazing and insulated walls",CH boiler,CH boiler,83 m²,Full ownership,Alongside a quiet road and in residential district,Back garden,"9,3 meter deep and 5,3 meter broad",Located at the east,Detached wooden storage,no
