header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Type of roof,Areas,Living area,Exterior space attached to the building,External storage space,Volume in cubic meters,Number of rooms,Number of bath rooms,Number of stories,Located at,Facilities,Energy label,Insulation,Heating,Ownership situation,Location,Balcony/roof garden,Shed / storage,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Brugweg 17 C,6883 HW Velp (GE)        ,https://www.funda.nl/en/koop/velp-ge/appartement-88036539-brugweg-17-c/?navigateSource=resultlist,20220127_223716,"€ 250,000 kosten koper","€ 4,717    The asking price per m² (€ 250,000) is calculated by dividing the asking price of the home by the living area (53 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ","January 15, 2022",Available,Available in consultation,Apartment with shared street entrance (apartment),Resale property,2022,Gable roof covered with roof tiles,Living area53 m²Exterior space attached to the building15 m²External storage space5 m²,53 m²,15 m²,5 m²,145 m³,2 rooms (1 bedroom),1 bathroom and 1 separate toilet,3 stories,2nd floor,"Passive ventilation system, TV via cable and solar panels",Not available,"Roof insulation, double glazing, insulated walls, floor insulation and completely insulated",Complete floor heating and heat pump,Full ownership,In center,Roof terrace present,Detached wooden storage,Parking on private property,No,No,No,No,No,No,no
