header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Specific,Type of roof,Areas,Living area,Exterior space attached to the building,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of stories,Facilities,Energy label,Insulation,Heating,Hot water,CH boiler,Area,Ownership situation,Location,Garden,Shed / storage,Type of parking facilities,error
Hofstede 141,8212 WK Lelystad        ,https://www.funda.nl/en/koop/lelystad/huis-88031811-hofstede-141/?navigateSource=resultlist,20220129_204838,"€ 250,000 kosten koper","€ 2,604    The asking price per m² (€ 250,000) is calculated by dividing the asking price of the home by the living area (96 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 weeks,Under offer,Available in consultation,"Single-family home, corner house",Resale property,1974,With carpets and curtains,Flat roof,Living area96 m²Exterior space attached to the building18 m²External storage space6 m²,96 m²,18 m²,6 m²,184 m²,350 m³,4 rooms (3 bedrooms),2 stories,Optical fibre and TV via cable,D        What does this mean?,Double glazing,CH boiler,CH boiler,"Nefit HR (gas-fired combination boiler from 2021, in ownership)",184 m²,Full ownership,"Alongside a quiet road, In wooded surroundings and in residential district",Back garden,Detached wooden storage,Public parking,no
