header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,Other space inside the building,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Number of stories,Energy label,Hot water,Area,Ownership situation,Garden,Type of garage,Capacity,error
Johan Frisostraat 50,6267 BC Cadier en Keer        ,https://www.funda.nl/en/koop/cadier-en-keer/huis-42503549-johan-frisostraat-50/?navigateSource=resultlist,20220129_010956,"€ 359,000 kosten koper","€ 2,895    Keep in mind, this house has a large plot sizeThe asking price per m² (€ 359,000) is calculated by dividing the asking price of the home by the living area (124 m²). Plot size and outbuildings aren't taken into account into this calculation.Because of the large plot size, the asking price per m² is less suited for comparisons between houses in this situation and we advise you to consult a real estate agent for further interpretation.  ",2 months,Sold under reservation,Available in consultation,"Single-family home, semi-detached residential property",Resale property,1971,Gable roof,Living area124 m²Other space inside the building16 m²External storage space23 m²,124 m²,16 m²,23 m²,336 m²,406 m³,4 rooms (3 bedrooms),1 separate toilet,2 stories and a loft,F        What does this mean?,CH boiler,336 m²,Full ownership,Back garden,Detached brick garage,1 car,no
