header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Construction period,Areas,Living area,Plot size,Volume in cubic meters,Number of rooms,Number of stories,Energy label,Area,Ownership situation,Location,error
Achterbuorren 9,8629 RB Scharnegoutum        ,https://www.funda.nl/en/koop/scharnegoutum/huis-42489377-achterbuorren-9/?navigateSource=resultlist,20220130_154753,"€ 185,000 kosten koper","€ 974    The asking price per m² (€ 185,000) is calculated by dividing the asking price of the home by the living area (190 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",6+ months,Under option,Available in consultation,"Single-family home, semi-detached residential property",Resale property,1960-1970,Living area190 m²,190 m²,97 m²,650 m³,5 rooms,2 stories,Not available,97 m² (part of parcel),Full ownership,In residential district,no
