header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Areas,Living area,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Energy label,Insulation,Heating,Hot water,Area,Ownership situation,Location,Garden,Back garden,Shed / storage,Facilities.1,Insulation.1,Type of parking facilities,error
Bali 46,1448 AL Purmerend        ,https://www.funda.nl/en/koop/purmerend/huis-42547523-bali-46/?navigateSource=resultlist,20220129_070101,"€ 435,011 kosten koper","€ 4,833    The asking price per m² (€ 435,011) is calculated by dividing the asking price of the home by the living area (90 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",8 weeks,Under offer,Available in consultation,"Single-family home, row house",Resale property,1997,Living area90 m²External storage space8 m²,90 m²,8 m²,146 m²,304 m³,4 rooms (3 bedrooms),1 bathroom and 1 separate toilet,Bath and toilet,2 stories,"Alarm installation, outdoor awning, <{cctv}>, rolldown shutters and TV via cable",A        What does this mean?,"Roof insulation, double glazing, insulated walls, floor insulation and completely insulated",District heating and partial floor heating,Central facility,146 m²,Full ownership,Alongside a quiet road and in residential district,Back garden and front garden,"83 m² (16,29 meter deep and 5,09 meter broad)",Detached wooden storage,Electricity,No insulation,Public parking,no
