header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,Exterior space attached to the building,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Energy label,Insulation,Hot water,Area,Ownership situation,Location,Garden,Back garden,Garden location,Balcony/roof garden,Shed / storage,Type of garage,Type of parking facilities,error
Croeselaan 191,3521 BM Utrecht        ,https://www.funda.nl/en/koop/utrecht/huis-42553428-croeselaan-191/?navigateSource=resultlist,20220129_202353,"€ 779,000 kosten koper","€ 5,092    The asking price per m² (€ 779,000) is calculated by dividing the asking price of the home by the living area (153 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",3 months,Sold under reservation,Available in consultation,"Desirable residence/villa, corner house",Resale property,1906,Combination roof covered with asphalt roofing and roof tiles,Living area153 m²Exterior space attached to the building10 m²External storage space6 m²,153 m²,10 m²,6 m²,173 m²,522 m³,6 rooms (3 bedrooms),3 bathrooms,3 showers and 3 toilets,3 stories,F        What does this mean?,Roof insulation and double glazing,CH boiler,173 m²,Full ownership,Alongside busy road and unobstructed surrounding view,Back garden,"62 m² (9,95 meter deep and 6,27 meter broad)",Located at the southwest accessible via the rear,Balcony present,Detached wooden storage,Parking place,Resident's parking permits,no
