header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,VVE (Owners Association) contribution,Type apartment,Building type,Year of construction,Areas,Living area,Exterior space attached to the building,External storage space,Volume in cubic meters,Number of rooms,Number of stories,Provisional energy label,Ownership situation,Garden,Shed / storage,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Swammerdamstraat 6 2,1091 RT Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/appartement-88011277-swammerdamstraat-6-2/?navigateSource=resultlist,20220130_182503,"€ 759,000 kosten koper","€ 7,667    The asking price per m² (€ 759,000) is calculated by dividing the asking price of the home by the living area (99 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",6 weeks,Under offer,Available in consultation,€ 200.00 per month,Upstairs apartment (apartment),Resale property,1882,Living area99 m²Exterior space attached to the building14 m²External storage space5 m²,99 m²,14 m²,5 m²,361 m³,4 rooms (3 bedrooms),1 story,G        What does this mean?,Full ownership,Sun terrace,Built-in,Public parking and resident's parking permits,No,No,No,No,No,No,no
