header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Specific,Type of roof,Areas,Living area,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Energy label,Insulation,Heating,Hot water,CH boiler,Area,Ownership situation,Location,Garden,Back garden,Garden location,Shed / storage,Type of garage,error
Claverenbladstraat 25,3833 JA Leusden        ,https://www.funda.nl/en/koop/leusden/huis-42655082-claverenbladstraat-25/?navigateSource=resultlist,20220128_232253,"€ 290,000 kosten koper","€ 2,990    The asking price per m² (€ 290,000) is calculated by dividing the asking price of the home by the living area (97 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",7 weeks,Sold under reservation,Available in consultation,"Single-family home, row house",Resale property,1983,Partly furnished with carpets and curtains,Gable roof covered with roof tiles,Living area97 m²External storage space6 m²,97 m²,6 m²,126 m²,396 m³,5 rooms (4 bedrooms),1 bathroom and 1 separate toilet,Shower and toilet,3 stories,Passive ventilation system,D        What does this mean?,Double glazing,CH boiler,CH boiler,"Bosch (gas-fired combination boiler from 2003, in ownership)",126 m²,Full ownership,Alongside a quiet road and in residential district,Back garden,"54 m² (11,8 meter deep and 4,61 meter broad)",Located at the west,Detached brick storage,Parking place,no
