header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,Other space inside the building,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Energy label,Insulation,Heating,Area,Ownership situation,Location,Garden,Back garden,Garden location,error
Sandenburg 35,3328 EB Dordrecht        ,https://www.funda.nl/en/koop/dordrecht/huis-88038028-sandenburg-35/?navigateSource=resultlist,20220130_135930,"€ 300,000 kosten koper","€ 2,542    The asking price per m² (€ 300,000) is calculated by dividing the asking price of the home by the living area (118 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ","January 17, 2022",Available,Available in consultation,"Single-family home, row house",Resale property,1977,Gable roof,Living area118 m²Other space inside the building8 m²,118 m²,8 m²,126 m²,409 m³,5 rooms (4 bedrooms),1 bathroom and 1 separate toilet,"Bath, shower and toilet",3 stories,B        What does this mean?,"Roof insulation, double glazing and insulated walls",CH boiler,126 m²,Full ownership,In residential district,Back garden and front garden,60 m² (12 meter deep and 5 meter broad),Located at the west accessible via the rear,no
