header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Energy label,Insulation,Heating,Hot water,CH boiler,Area,Ownership situation,Location,Shed / storage,Type of parking facilities,error
Barkstraat 5,8862 XK Harlingen        ,https://www.funda.nl/en/koop/harlingen/huis-88013303-barkstraat-5/?navigateSource=resultlist,20220129_162031,"€ 225,000 kosten koper","€ 1,875    The asking price per m² (€ 225,000) is calculated by dividing the asking price of the home by the living area (120 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",6 weeks,Sold under reservation,Available in consultation,"Single-family home, row house",Resale property,1972,Gable roof covered with roof tiles,Living area120 m²External storage space4 m²,120 m²,4 m²,215 m²,402 m³,5 rooms (4 bedrooms),1 bathroom and 1 separate toilet,Shower,3 stories,D            1.71What does this mean?,Roof insulation and energy efficient window,CH boiler and partial floor heating,CH boiler,"Intergas (gas-fired combination boiler from 2019, to rent)",215 m²,Full ownership,In residential district,Outside plastic storage cabinet,Public parking,no
