header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,Exterior space attached to the building,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of stories,Provisional energy label,Insulation,Heating,CH boiler,Area,Ownership situation,Location,Garden,Back garden,Garden location,error
Neptunusstraat 18,5721 BJ Asten        ,https://www.funda.nl/en/koop/asten/huis-88019972-neptunusstraat-18/?navigateSource=resultlist,20220129_071034,"€ 325,000 kosten koper","€ 2,070    The asking price per m² (€ 325,000) is calculated by dividing the asking price of the home by the living area (157 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",7 weeks,Sold under reservation,Available in consultation,"Single-family home, row house",Resale property,1972,Gable roof,Living area157 m²Exterior space attached to the building15 m²External storage space12 m²,157 m²,15 m²,12 m²,203 m²,472 m³,5 rooms (4 bedrooms),3 stories,C        What does this mean?,Double glazing and secondary glazing,CH boiler,2014,203 m²,Full ownership,Alongside a quiet road and in residential district,Back garden and front garden,60 m² (10 meter deep and 6 meter broad),Located at the south accessible via the rear,no
